Date,Open,High,Low,Close,Adj Close,Volume
2018-12-04,509.049988,521.500000,508.524994,518.125000,475.251831,2836286
2018-12-05,518.224976,529.000000,511.000000,525.525024,482.039520,3873412
2018-12-06,524.674988,532.750000,504.500000,506.250000,464.359467,4051262
2018-12-07,500.000000,500.000000,467.225006,480.975006,441.175964,21093670
2018-12-10,479.975006,485.350006,468.549988,471.000000,432.026306,6182964
2018-12-11,470.500000,482.575012,465.350006,478.424988,438.836914,5605848
2018-12-12,482.500000,487.000000,471.649994,485.625000,445.441132,3653708
2018-12-13,485.024994,491.274994,481.725006,489.024994,448.559814,2756644
2018-12-14,483.000000,484.399994,475.000000,480.600006,440.831909,4611032
2018-12-17,482.549988,487.000000,476.950012,485.825012,445.624603,2792580
2018-12-18,484.975006,494.399994,479.700012,492.600006,451.838928,3874502
2018-12-19,490.000000,491.799988,477.000000,478.575012,438.974457,6117266
2018-12-20,474.149994,482.350006,474.000000,479.750000,440.052246,4527954
2018-12-21,478.524994,482.000000,472.500000,477.225006,437.736176,10439250
2018-12-24,477.500000,477.950012,467.575012,468.924988,430.122955,2941564
