"Harapan_Lama_Sekolah,Pengeluaran_Perkapita,Rerata_Lama_Sekolah,Usia_Harapan_Hidup,IPM"
"13.47,11572,7.89,72.27,High"
"13.72,13295,9.29,72.61,High"
"11.59,8718,5.66,70.11,Normal"
"12.08,8760,4.55,67.96,Normal"
"13.63,8834,6.4,67.45,Normal"
"13.19,9082,5.46,71.22,Normal"
"14.97,12440,9.92,73.96,High"
"14.31,13851,10.1,73.6,High"
"15.41,16666,10.17,73.15,Very-High"
"13.57,12280,8.69,70.19,High"
"13.6,13393,9.11,71.4,High"
"13.83,13710,10.24,73.21,High"
"14.39,16040,11.13,72.75,Very-High"
"14.79,17854,10.47,74.13,Very-High"
"14.12,12870,09.06,72.54,High"
"12.88,12267,8.74,69.84,High"
"13.46,8719,6.96,64.49,Normal"
"11.96,8850,6.31,67.04,Normal"
"12.81,12476,8.28,69.79,High"
"12.43,10802,7.33,64.47,Normal"
"13.84,14860,10.65,71.57,High"
"13.15,13230,9.74,66.6,High"
"12.77,13418,8.67,67.83,High"
"14.43,15988,11.8,72.41,Very-High"
"13.27,14146,8.84,71.99,High"
"12.63,11902,8.22,72.21,High"
"12.99,14608,8.87,73.53,High"
"13.97,17628,10.38,74.99,Very-High"
"13.8,14623,8.94,73.56,High"
"12.98,11484,8.12,71.06,High"
"12.33,11369,7.16,70.37,Normal"
"12.4,10302,6.31,70.35,Normal"
"12.91,13780,07.08,71.68,High"
"13.99,19992,11.23,74.68,Very-High"
"13.48,10640,7.27,66.28,Normal"
"13.48,11647,6.37,66.64,Normal"
"13.5,10196,6.27,65.99,Normal"
"13.51,9639,6.69,65.74,Normal"
"12.97,9336,7.91,67.31,Normal"
"13.31,9027,8.4,66.6,Normal"
"13.28,8631,7.77,66.11,Normal"
"13.61,11766,8.53,67.8,High"
"12.71,9279,5.84,66.92,Normal"
"15.58,15426,9.45,71.59,High"
"14.99,11334,10.38,70.2,High"
"13.15,7769,7.55,66.85,Normal"
"12.89,7586,6.53,66.98,Normal"
"12.81,9640,6.86,64.94,Normal"
"13.84,7698,7.37,64.39,Normal"
"12.56,6955,6.72,66.32,Normal"
"13.3,6479,7.51,66.86,Normal"
"12.26,7677,7.11,64.35,Normal"
"12.11,6958,08.09,61.29,Normal"
"12.4,7474,8.21,66.97,Normal"
"12.9,7770,7.7,65.1,Normal"
"12.87,8313,6.71,67.07,Normal"
"13.77,9315,7.8,65.17,Normal"
"12.69,8961,8.37,67.96,Normal"
"13.14,7276,7.27,66.77,Normal"
"13.17,6720,7.29,64.34,Normal"
"11.96,7602,7.19,67.12,Normal"
"12.66,6198,5.96,68.32,Normal"
"13.05,6594,6.33,68.43,Normal"
"12.47,8469,7.83,67.03,Normal"
"11.69,5919,6.87,67.98,Normal"
"13.13,5354,6.33,60.23,Low"
"12.77,5998,6.86,64.89,Normal"
"16.24,13592,11.47,69.37,High"
"12.58,9055,7.31,70.56,Normal"
"12.6,9924,6.7,68.83,Normal"
"12.08,9182,6.53,73.67,Normal"
"12.39,7403,7.1,72.7,Normal"
"12.33,7913,6.82,70.9,Normal"
"11.56,8410,6.95,71.35,Normal"
"11.79,9259,7.26,71.01,Normal"
"12.02,8823,6.89,71.62,Normal"
"12.04,7206,7.47,72.44,Normal"
"11.57,7640,6.6,71.65,Normal"
"11.15,8465,6.67,72.88,Normal"
"11.81,7905,6,68.11,Normal"
"13.64,8773,6.82,70.43,Normal"
"14.99,14515,10.14,72.8,High"
"12.89,11789,7.72,71.85,High"
"12.57,11236,8.51,69.69,High"
"12.71,13175,8.41,70.51,High"
"12.69,11905,8.12,69.8,High"
"12.9,11063,7.52,68.69,Normal"
"12.54,11582,8.71,66.99,High"
"12.48,10010,8.6,71.29,High"
"12.11,8738,7.91,71.49,Normal"
"12.47,11278,8.38,69.34,High"
"11.98,9385,7.93,69.25,Normal"
"12.51,10639,8.66,65.7,Normal"
"12.4,10104,08.08,67.98,Normal"
"11.77,10822,09.03,70.32,High"
"12.82,11333,9.2,68.14,High"
"11.74,10471,7.46,69.47,Normal"
"14.94,14091,11.51,73.19,Very-High"
"12.52,12253,8.2,68.49,High"
"11.96,11318,7.64,69.31,Normal"
"11.92,11731,7.42,69.1,Normal"
"12.28,12681,7.34,66.97,Normal"
"12.38,9952,7.33,65.88,Normal"
"11.86,12088,7.75,70.23,High"
"12.1,12835,7.74,65.82,Normal"
"12.19,12257,7.99,65.82,Normal"
"12.88,9772,7.37,63.58,Normal"
"12.59,11476,8.78,70.33,High"
"12.36,12025,7.71,70.08,High"
"12.37,11557,7.27,67.59,Normal"
"13.92,14547,9.94,70.98,High"
"14.8,13949,10.94,71.87,High"
"13.69,12359,9.7,74.22,High"
"13,10767,8.54,72.52,High"
"12.89,10338,8.34,72.79,High"
"13.58,11152,9.1,72.21,High"
"12.78,11196,9.18,73.03,High"
"13.31,12726,9.25,71.94,High"
"12.55,11750,8.16,71.3,High"
"12.5,8008,7.89,71.9,Normal"
"14.13,14791,10.67,74.41,Very-High"
"14.7,14613,10.47,74.17,Very-High"
"12.9,16843,10.73,74.18,Very-High"
"12.84,9343,8.94,72.54,High"
"13.29,10121,09.05,71.42,High"
"12.99,9648,8.93,72.6,High"
"12.2,7981,8.53,71.38,Normal"
"12.63,7290,7.81,71.3,Normal"
"13.73,11509,9.96,73.92,High"
"12.73,11115,9.43,71.58,High"
"11.41,10470,7.77,69.22,Normal"
"13.97,12720,9.58,70.98,High"
"12.31,11663,08.04,69.96,High"
"12.27,8638,9.25,70.04,Normal"
"12.43,11760,8.85,69.8,High"
"12.69,11712,9.93,71.31,High"
"11.9,9366,8.12,67.54,Normal"
"11.64,8252,8.75,70.54,Normal"
"12.04,10665,8.87,70.07,High"
"12.28,9229,7.8,64.45,Normal"
"11.5,9483,7.59,67.81,Normal"
"14.14,14232,11.26,71.8,High"
"12.6,12383,9.87,71,High"
"14.19,12152,10.48,71.79,High"
"12.78,11098,10.09,70.33,High"
"13.14,9604,8.75,68.23,Normal"
"13.05,7619,8.19,65.71,Normal"
"13.23,9842,8.24,70.61,High"
"13.33,11277,9.11,68.82,High"
"13.69,9084,9.36,70.85,High"
"12.48,8189,7.86,66.85,Normal"
"12.72,8156,8.26,65.3,Normal"
"13.08,8151,8.75,68.17,Normal"
"12.46,9878,7.47,63.94,Normal"
"12.25,7765,8.38,65.14,Normal"
"12.86,8375,8.53,69.57,Normal"
"12.89,7888,8.51,64.79,Normal"
"12.23,9109,8.7,69.19,Normal"
"16.22,15205,11.6,70.68,Very-High"
"13.36,11118,8.26,70.43,High"
"12.48,9028,7.63,68.34,Normal"
"12.91,10480,7.43,67.69,Normal"
"12.03,11592,6.48,70.42,Normal"
"11.97,9078,6.48,66.24,Normal"
"12.25,10474,7.18,67.01,Normal"
"13.48,9369,7.97,70.37,Normal"
"12.87,9465,7.48,67.17,Normal"
"13.02,10981,7.46,68.98,Normal"
"12.51,11392,7.6,66.49,Normal"
"13.57,10911,7.96,68.91,High"
"12.8,8954,6.98,66.88,Normal"
"12.73,9444,7.74,69.43,Normal"
"13.13,12399,6.8,67.17,Normal"
"12.93,12039,7.83,69.59,High"
"13.22,11828,7.85,69.39,High"
"13.69,10800,8.89,70.83,High"
"13.32,10085,8.15,70.19,High"
"13.58,7253,08.02,73.15,Normal"
"12.42,11583,7.78,68.31,Normal"
"12.82,12802,8.54,70.38,High"
"13.37,8083,7.92,73.35,Normal"
"15.56,16989,11.2,72,Very-High"
"14.49,13648,10.3,71.18,High"
"15.07,12986,10.75,70.79,High"
"13.55,9436,8.91,70.97,High"
"13.74,7366,7.51,67.92,Normal"
"13.78,8253,8.35,70.18,Normal"
"12.99,10200,9.14,70.02,High"
"12.8,12525,8.76,70.72,High"
"12.24,9115,7.74,70.52,Normal"
"11.83,8344,7.74,68.54,Normal"
"13.2,9388,7.73,70.13,Normal"
"12.1,10258,7.86,70.15,Normal"
"12.75,7534,8.75,70.75,Normal"
"12.54,9215,8.97,69.23,Normal"
"12.15,7832,7.35,72.33,Normal"
"11.81,6832,9.18,68.25,Normal"
"12.2,7526,6.77,70.16,Normal"
"12.7,7264,7.29,67.5,Normal"
"12.94,7293,7.32,67.5,Normal"
"16.28,14392,11.94,73.52,Very-High"
"14.81,10523,10.37,70.95,High"
"13.06,10075,7.69,67.93,Normal"
"12.43,8874,6.54,68.83,Normal"
"12.94,9361,7.11,67.45,Normal"
"12.36,10316,7.1,63.83,Normal"
"13.45,10147,08.07,68.38,Normal"
"12.44,8982,6.74,65.79,Normal"
"14.32,12298,10.35,72.42,High"
"12.62,9235,7.73,64.82,Normal"
"13.6,10029,8.52,61.3,Normal"
"13.05,8598,7.4,62.18,Normal"
"11.74,7769,7.37,70.75,Normal"
"13.18,9535,7.69,67.23,Normal"
"11.66,11094,7.92,65.91,Normal"
"11.92,8501,7.24,68.06,Normal"
"13.94,8887,9.81,65.82,Normal"
"12.28,6396,9.55,63.34,Normal"
"12.63,7625,9.5,64.95,Normal"
"14.15,10298,9.64,66.34,High"
"13.02,10400,8.46,66.32,Normal"
"12.29,7678,8.71,62.73,Normal"
"13.42,8704,8.86,61.48,Normal"
"12.75,9452,8.22,59.16,Normal"
"12.26,6888,8.14,62.16,Normal"
"12.68,7627,7.7,66.13,Normal"
"16.02,14233,11.91,70.35,Very-High"
"13.9,7506,10.26,65.21,Normal"
"13.63,8308,9,68.18,Normal"
"13.08,7660,8.12,66.13,Normal"
"12.94,8258,8.79,63.65,Normal"
"12.73,7221,8.73,63.18,Normal"
"12.77,7298,7.92,65.75,Normal"
"13.59,7713,8.38,69.47,Normal"
"12.74,8127,08.06,68.64,Normal"
"12.43,6655,7.1,66.99,Normal"
"12.58,6659,7.46,61.95,Normal"
"15.73,13632,11.58,70.85,Very-High"
"14.2,8608,9.64,69.22,High"
"12.72,8125,7.44,65.9,Normal"
"14.09,7608,8.64,68.41,Normal"
"11.98,8304,8.28,64.64,Normal"
"11.34,8198,6.87,59.93,Low"
"12.17,9821,7.95,60.6,Normal"
"13.64,11994,8.16,68.56,High"
"12.88,6252,7.26,66.15,Normal"
"13.43,7507,08.02,66.02,Normal"
"12.02,7958,7.8,64.7,Normal"
"11.62,5001,05.07,59.96,Low"
"12.91,5391,6.67,65.17,Low"
"12.33,5511,6.57,67.48,Low"
"11.62,5102,05.08,67.18,Low"
"14.22,13815,11.05,70.46,High"
"11.05,7336,6.65,65.65,Normal"
"13.59,10498,8.56,66.93,Normal"
"11.93,7835,5.3,59.39,Low"
"14.19,10375,9.79,66.93,High"
"11.59,9195,9.7,67.97,Normal"
"12.72,7785,9.19,69.06,Normal"
"13.95,10211,10.22,68.2,High"
"10.48,6767,4.38,66.27,Low"
"6.96,5523,3.61,64.98,Low"
"12.17,12035,9.91,72.27,High"
"11.06,8300,8.55,59.64,Normal"
"10.54,6513,6.3,64.91,Low"
"8.74,6066,4.82,57.53,Low"
"7.6,5030,04.02,65.8,Low"
"6.14,5633,2.61,64.34,Low"
"8.28,5142,3.63,65.58,Low"
"11.81,6860,8.53,66.26,Normal"
"12.41,9136,8,66.6,Normal"
"12.78,7018,9.18,66.24,Normal"
"12.73,5820,8.6,65.81,Normal"
"11.78,4807,5.65,57.55,Low"
"3.29,4181,0.97,55.12,Low"
"8.35,4569,3.19,66,Low"
"8.63,4671,2.9,63.44,Low"
"8.83,4860,2.58,65.34,Low"
"5.19,5702,1.96,65.61,Low"
"10.57,5709,4.92,65.6,Low"
"7.36,5593,2.64,65.51,Low"
"9.8,4958,3,65.11,Low"
"15,15176,11.55,70.38,Very-High"
"12.95,11299,8.34,71.34,High"
"14.27,9186,09.09,69.64,High"
"13.25,6824,09.07,65,Normal"
"14.29,8506,08.05,67.16,Normal"
"14.15,7891,8.38,64.02,Normal"
"13.98,7685,9.64,67.77,Normal"
"13.01,8252,7.85,68.44,Normal"
"14.25,10394,9.68,68.62,High"
"14.58,9134,09.08,67.72,High"
"14.7,9192,10.14,69.59,High"
"14.44,9492,8.81,66.68,Normal"
"14.81,8378,9.17,70.92,High"
"14.68,7919,8.11,68.61,Normal"
"13.56,8093,8.13,64.65,Normal"
"13.49,8529,7.69,65.12,Normal"
"13.57,8032,8.7,69.28,Normal"
"14.11,7936,8.26,68.89,Normal"
"13.96,9262,8.37,66.88,Normal"
"13.44,10626,9.56,68.99,High"
"14.53,9967,8.86,69.81,High"
"17.26,16234,12.6,71.1,Very-High"
"13.66,10899,10.97,70.21,High"
"15.19,11497,11.06,69.16,High"
"15.18,10863,10.89,71.27,High"
"14.2,7039,7.39,63.69,Normal"
"13.14,10391,9.34,68.61,High"
"12.13,6941,4.94,69.43,Normal"
"13.15,9653,8.11,62.24,Normal"
"13.1,11209,8.7,64.55,Normal"
"12.66,10067,8.29,66.82,Normal"
"13.66,11607,9.65,68.11,High"
"13.26,12095,10.34,69.59,High"
"12.6,11053,09.04,69.6,High"
"12.56,10735,8.47,67.79,Normal"
"12.75,11311,9.18,70.75,High"
"13.07,10492,9.15,68.41,High"
"12.73,12367,9.55,70.97,High"
"13.32,12132,9.92,71.31,High"
"12.75,11088,8.52,68.22,High"
"12.2,6941,5.2,68.24,Normal"
"13.25,7630,9.28,68.69,Normal"
"13.83,8099,8.48,65.27,Normal"
"13.44,8348,9.14,70.87,Normal"
"12.57,10737,8.51,68.08,Normal"
"12.52,10385,7.84,66.38,Normal"
"12.42,9912,09.06,66.77,Normal"
"13,8772,8.67,66.69,Normal"
"12.97,11280,8.71,68.39,High"
"12.8,11730,8.35,69.09,High"
"12.58,6041,06.09,68.98,Normal"
"12.66,5817,6,68.5,Normal"
"13.13,11405,9.91,68.36,High"
"12.47,11102,9.24,62.6,Normal"
"14.02,12290,11.08,72.93,High"
"12.68,12434,10.24,70.47,High"
"14.72,14845,11.37,72.64,Very-High"
"13.59,10750,10.75,71.95,High"
"14.51,10795,10.63,68.73,High"
"13.71,7639,8.41,70.67,Normal"
"13.95,10638,8.76,69.01,High"
"12.39,6211,6.95,64.49,Normal"
"13.3,9089,8.14,70.45,Normal"
"13.02,10035,7.84,67.95,Normal"
"12.35,10277,7.77,65.69,Normal"
"13.88,10417,8.44,69.38,High"
"13.57,10919,7.5,68.23,Normal"
"13.85,9489,8.69,71.83,High"
"13.27,9500,7.97,69.47,Normal"
"12.78,8238,7.66,66.82,Normal"
"12.69,10199,8.15,67.21,Normal"
"12.41,11189,8.25,70.73,High"
"13.22,8979,7.86,67.37,Normal"
"16.5,14312,11.33,73.35,Very-High"
"14.3,11968,11.01,73.14,High"
"13.15,9765,9.94,69.59,High"
"15.04,10440,11.44,72.58,High"
"14.95,13035,11.31,73.91,Very-High"
"14.24,13114,10.46,73.33,High"
"14.52,12611,10.36,69.87,High"
"13.11,10968,8.92,71.19,High"
"13.27,10476,8.31,68.17,Normal"
"12.32,10481,8.16,69.97,Normal"
"11.89,10254,7.19,67.32,Normal"
"12.16,11894,8.44,70.74,High"
"12.73,12119,9.64,70.79,High"
"13.21,11128,9.1,70.35,High"
"12.82,9608,8.37,69.55,Normal"
"12.83,11640,9.21,70.85,High"
"12.63,9316,8.15,69.87,Normal"
"12.78,7978,7.48,67.21,Normal"
"15.34,14778,11.22,71.94,Very-High"
"12.98,12063,9.84,70.55,High"
"12.9,10357,8.23,70.89,High"
"13.85,9951,8.2,69.65,High"
"11.97,10133,7.67,71.04,Normal"
"12.25,11609,7.63,68.94,Normal"
"12.9,9833,7.82,70.26,Normal"
"12.81,8456,08.09,71.02,Normal"
"11.85,8904,6.34,65.86,Normal"
"12.6,9395,7.56,67.87,Normal"
"12.38,10273,7.56,69.77,Normal"
"12.6,11352,08.09,67.42,Normal"
"14.62,11912,10.67,72.43,High"
"14.77,10186,9.84,71.84,High"
"12.36,10652,8,69.41,Normal"
"12.57,9940,8.68,67.83,Normal"
"11.4,10706,07.02,68.22,Normal"
"11.95,11012,7.6,68.38,Normal"
"12.32,9600,8.44,65.5,Normal"
"11.99,9562,7.28,67.59,Normal"
"11.98,10212,7.6,68.33,Normal"
"11.73,9760,7.17,68.55,Normal"
"11.73,8445,7.82,66.49,Normal"
"12.04,11612,7.27,68.65,Normal"
"12.28,10412,7.58,64.96,Normal"
"12.04,9450,7.38,64.56,Normal"
"11.7,8136,6.58,67.88,Normal"
"11.55,9795,6.45,65.21,Normal"
"14.39,14697,10.37,70.32,High"
"12.89,12765,9.71,69.88,High"
"12.83,8758,09.08,66.14,Normal"
"13.31,13288,9.51,68.83,High"
"13.58,10162,8.61,68.84,High"
"13.59,9592,09.01,67.45,Normal"
"13.55,10045,08.05,67.95,Normal"
"12.84,10098,7.85,67.67,Normal"
"12.96,8284,8.24,66.15,Normal"
"13.26,7844,7.9,67.14,Normal"
"12.71,10036,7.88,66.16,Normal"
"12.3,11071,7.89,62.73,Normal"
"12.68,9135,7.92,67.39,Normal"
"12.97,9102,7.14,67.82,Normal"
"16,13633,11.58,69.72,High"
"12.61,9858,7.82,70.18,Normal"
"12.19,9741,7.6,67.09,Normal"
"12.15,9107,6.96,68.04,Normal"
"12.17,9781,7.67,68.87,Normal"
"12.83,9908,7.57,70.31,Normal"
"12.9,11052,7.51,69.46,Normal"
"12.44,8559,8.19,68.71,Normal"
"12.33,8979,7.35,68.95,Normal"
"11.73,10553,7.22,69.59,Normal"
"12.28,7724,7.47,68.53,Normal"
"12.78,10190,08.01,69.44,Normal"
"11.61,7774,6.6,67.71,Normal"
"11.99,8205,7.1,69.56,Normal"
"11.97,8355,7.59,62.85,Normal"
"14.23,11952,10.9,71.01,High"
"14.29,11636,10.61,71.29,High"
"11.87,12666,7.84,70.18,High"
"12.68,12043,8.2,70.73,High"
"11.83,13281,8.15,70.64,High"
"11.51,12011,7.18,69.73,Normal"
"11.75,12836,6.8,70.78,Normal"
"11.35,11573,6.36,67.47,Normal"
"11.49,11302,8.14,71.59,High"
"12.83,15560,9.78,72.86,High"
"12.82,13976,9.81,69.64,High"
"12.16,11945,7.81,70.52,High"
"12.75,14256,8.35,70.21,High"
"13.88,14217,8.71,64.57,High"
"12.43,11499,6.27,61.44,Normal"
"12.32,11894,6.7,66.91,Normal"
"12.95,17560,11.12,73.24,Very-High"
"14.08,15292,9.98,71.93,High"
"12.95,18128,11.05,72.67,Very-High"
"12.48,12264,8.46,68.27,High"
"13.31,23363,11.57,73.93,Very-High"
"13.43,17339,11.64,74.27,Very-High"
"13.23,16994,11.24,73.92,Very-High"
"12.78,20298,10.38,73.45,Very-High"
"12.61,18121,10.69,73.08,High"
"12.45,10790,8.15,72.66,High"
"12.44,10323,7.88,70.86,Normal"
"12.2,8618,6.8,70.49,Normal"
"11.9,7874,6.93,69.7,Normal"
"12.64,10203,8.58,73.26,High"
"11.8,7597,7.5,71.03,Normal"
"12.48,7761,7.13,68.96,Normal"
"13.67,9190,7.6,71.32,Normal"
"12.07,9297,7.36,73.11,Normal"
"12.22,10212,6.62,71.66,Normal"
"12.19,9416,6.91,69.68,Normal"
"12.94,10153,8.17,72.14,High"
"12.22,9633,5.98,71.11,Normal"
"11.68,10715,6.84,71.92,Normal"
"12.09,11372,7.75,70.61,Normal"
"12.07,11277,7.35,71.81,Normal"
"13.05,11155,8.84,73.43,High"
"11.83,8329,7.97,72.03,Normal"
"12.04,8968,7.58,70.84,Normal"
"13.38,11348,10.3,73.21,High"
"13.4,10609,9.53,72.11,High"
"14.18,16630,10.63,74,Very-High"
"13.09,11397,9.89,71.99,High"
"13.76,15755,11.09,74.76,Very-High"
"13.9,15262,10.85,74.17,Very-High"
"13.77,11921,10.94,73.75,High"
"13.42,9855,09.04,71.7,High"
"13.2,10329,8.6,70.59,High"
"12.63,10777,7.35,74.18,High"
"12.48,10274,6.92,73.39,Normal"
"12.64,11240,7.41,73.45,High"
"11.95,9786,7,72.98,Normal"
"11.42,9160,6.28,73.91,Normal"
"12.91,8757,7.34,73.11,Normal"
"13.48,10048,7.7,74.4,High"
"11.69,10503,6.75,71.46,Normal"
"12.48,9025,7.57,73.47,Normal"
"12.16,12758,7.55,75.79,High"
"13.13,11738,8.24,76.67,High"
"13.81,11100,8.84,77.54,High"
"12.45,9117,6.88,76.05,Normal"
"13.66,11223,8.51,77.36,High"
"12.65,12391,7.22,75.6,High"
"12.28,10097,6.67,74.55,Normal"
"12.14,9385,6.46,74.12,Normal"
"12.05,10191,6.95,74.39,Normal"
"12.3,10190,7.18,75.93,High"
"13.21,10979,8.62,76.47,High"
"12.71,10169,7.43,75.71,High"
"12.86,10001,7.48,75.29,High"
"12.85,11807,7.88,75.62,High"
"12.08,9142,6.94,75.47,Normal"
"12.7,11257,07.05,74.3,High"
"11.88,9203,6.62,74.56,Normal"
"12.17,10221,6.74,73.53,Normal"
"11.91,8186,6.32,73.11,Normal"
"12.34,9433,6.7,71.28,Normal"
"12.02,9890,6.19,68.84,Normal"
"13.8,11994,10.31,76.72,High"
"14.52,14528,10.53,77.11,Very-High"
"15,15464,10.4,77.11,Very-High"
"15.5,14895,10.51,77.23,Very-High"
"12.79,12312,8.57,74.25,High"
"12.9,12830,8.3,74.3,High"
"15.56,13946,9.32,74.82,High"
"14.24,9698,8.65,75.12,High"
"15.03,15386,9.35,73.66,High"
"12.95,9163,7,73.92,Normal"
"16.71,15844,10.66,74.69,Very-High"
"17.05,18629,11.44,74.45,Very-High"
"13.1,11380,7.39,70.97,High"
"12.61,8527,7.19,71.52,Normal"
"13.71,9426,7.17,72.43,Normal"
"12.12,9400,7.27,73.35,Normal"
"13.05,10455,08.06,73.74,High"
"12.44,10327,7.27,73.16,Normal"
"12.87,10853,7.68,72.37,High"
"12.87,9844,7.18,72.26,Normal"
"11.79,8931,6.21,69.7,Normal"
"13.21,9090,06.07,68.74,Normal"
"12.69,11828,7.12,70.34,High"
"12.95,10429,5.62,66.27,Normal"
"13.01,9692,6.11,68.73,Normal"
"12.07,10700,5.71,66.71,Normal"
"12.3,9933,6.83,70.01,Normal"
"14.75,14168,10.24,73.82,High"
"12.53,12454,8.18,72.24,High"
"12.99,10999,8.21,72.04,High"
"12.84,11768,7.61,71.25,High"
"13.13,11351,7.57,70.97,High"
"13.73,11539,7.95,72.3,High"
"12.68,11187,6.88,71.92,Normal"
"12.35,9926,6.77,71.07,Normal"
"12.19,10048,6.52,71.01,Normal"
"13.46,11108,7.83,72.04,High"
"13.71,12845,8.96,72.46,High"
"11.58,8393,5.33,69.94,Normal"
"11.76,8569,4.36,67.79,Normal"
"13.62,8536,6.35,67.22,Normal"
"13.07,8722,5.23,70.94,Normal"
"14.96,11976,9.91,73.8,High"
"14.02,13391,9.9,73.36,High"
"15.4,16158,10.16,72.93,Very-High"
"13.56,11796,8.49,70,High"
"13.59,12931,9.1,71.18,High"
"13.82,13155,9.99,73.01,High"
"14.21,15616,11.11,72.59,Very-High"
"14.78,17157,10.46,73.98,Very-High"
"14.04,12466,8.77,72.37,High"
"12.85,11994,8.62,69.64,High"
"13.42,8613,6.72,64.24,Normal"
"11.93,8634,6.21,66.79,Normal"
"12.8,12179,8.27,69.61,High"
"12.39,10693,7.18,64.22,Normal"
"13.83,14443,10.51,71.45,High"
"13.13,12900,9.73,66.43,High"
"12.65,13261,8.62,67.58,High"
"14.42,15672,11.78,72.26,Very-High"
"13.23,13886,8.65,71.68,High"
"12.61,11666,7.95,71.91,High"
"12.96,14245,8.64,73.23,High"
"13.95,17325,10.06,74.71,Very-High"
"13.71,14376,8.92,73.26,High"
"12.95,11318,7.75,70.7,High"
"12.31,11160,7.13,70.05,Normal"
"12.39,10050,5.97,70.05,Normal"
"12.89,13235,07.04,71.36,High"
"13.98,19698,11.16,74.38,Very-High"
"13.47,10284,07.03,65.87,Normal"
"13.36,11367,6.16,66.16,Normal"
"13.47,9796,5.96,65.59,Normal"
"13.5,9268,6.45,65.33,Normal"
"12.9,9028,7.72,66.9,Normal"
"13.3,8743,8.12,66.2,Normal"
"13.27,8354,7.59,65.71,Normal"
"13.6,11496,8.24,67.34,High"
"12.7,8888,5.81,66.5,Normal"
"15.52,14797,9.43,71.24,High"
"14.98,10825,10.3,69.84,High"
"13.1,7566,7.3,66.38,Normal"
"12.88,7275,6.52,66.58,Normal"
"12.8,9351,6.74,64.45,Normal"
"13.83,7472,7.11,63.86,Normal"
"12.55,6855,6.47,65.91,Normal"
"13.29,6357,7.26,66.45,Normal"
"12.25,7403,07.08,63.81,Normal"
"12.09,6750,7.81,60.8,Normal"
"12.26,7253,7.95,66.57,Normal"
"12.89,7573,7.42,64.7,Normal"
"12.7,7958,6.69,66.61,Normal"
"13.76,8995,7.79,64.75,Normal"
"12.68,8857,08.07,67.59,Normal"
"12.71,7175,7.26,66.23,Normal"
"13.16,6484,7.24,63.8,Normal"
"11.55,7426,7.18,66.58,Normal"
"12.32,6093,5.76,67.96,Normal"
"13.04,6298,6.32,68.02,Normal"
"12.46,8219,7.82,66.62,Normal"
"11.34,5809,6.65,67.62,Low"
"13.12,5245,06.06,59.53,Low"
"12.76,5894,6.6,64.52,Low"
"16.08,13199,11.46,68.9,High"
"12.55,8860,7.12,70.18,Normal"
"12.52,9774,6.68,68.5,Normal"
"12.01,9072,6.27,73.28,Normal"
"12.37,7183,07.09,72.34,Normal"
"12.31,7779,6.63,70.54,Normal"
"11.54,8126,6.94,71.05,Normal"
"11.77,8988,07.04,70.69,Normal"
"11.98,8624,6.73,71.29,Normal"
"12.03,7074,7.25,72.12,Normal"
"11.56,7326,6.58,71.24,Normal"
"11.13,8202,6.66,72.56,Normal"
"11.79,7552,5.86,67.71,Normal"
"13.59,8532,6.81,70.04,Normal"
"14.81,14322,9.9,72.41,High"
"12.87,11514,7.57,71.41,High"
"12.55,10931,8.37,69.64,High"
"12.7,12788,8.36,70.43,High"
"12.68,11556,7.9,69.75,High"
"12.54,10738,7.51,68.64,Normal"
"12.53,11242,8.69,66.89,Normal"
"12.4,9357,8.59,71.28,Normal"
"12.1,8482,7.84,71.45,Normal"
"12.46,10996,7.95,69.31,Normal"
"11.97,9110,7.76,69.24,Normal"
"12.21,10327,8.65,65.62,Normal"
"12.39,9807,7.7,67.92,Normal"
"11.76,10504,8.97,70.24,High"
"12.81,11000,09.05,68.06,High"
"11.73,10164,7.45,69.43,Normal"
"14.93,13677,11.42,73.16,Very-High"
"12.5,12062,8,68.23,High"
"11.95,11209,7.38,69.08,Normal"
"11.83,11579,7.19,68.89,Normal"
"11.99,12571,7.29,66.66,Normal"
"12.37,9780,7.32,65.59,Normal"
"11.85,11847,7.54,69.98,Normal"
"12.07,12535,7.72,65.59,Normal"
"12.18,12138,7.8,65.54,Normal"
"12.83,9567,7.36,63.24,Normal"
"12.53,11227,8.57,70.12,High"
"12.33,11710,7.7,69.74,High"
"12.36,11442,07.04,67.37,Normal"
"13.91,14256,9.93,70.75,High"
"14.79,13590,10.93,71.67,High"
"13.67,11917,9.48,73.96,High"
"12.99,10605,8.22,72.28,High"
"12.88,9849,08.07,72.57,High"
"13.57,10959,8.84,71.93,High"
"12.65,10614,09.08,72.76,High"
"13.3,12207,8.98,71.68,High"
"12.54,11492,08.03,71.05,High"
"12.48,7653,7.69,71.56,Normal"
"14.12,14557,10.65,74.18,High"
"14.66,14466,10.46,73.93,High"
"12.89,16698,10.72,73.94,High"
"12.82,8943,8.87,72.5,High"
"13.27,9853,09.04,71.4,High"
"12.98,9310,8.92,72.55,High"
"12.19,7511,8.49,71.35,Normal"
"12.62,6956,7.73,71.27,Normal"
"13.7,11153,9.94,73.88,High"
"12.68,10731,9.24,71.26,High"
"11.3,10054,7.59,68.86,Normal"
"13.96,12319,9.56,70.67,High"
"12.04,11397,7.9,69.6,Normal"
"12.2,8525,9,69.71,Normal"
"12.08,11410,8.84,69.47,High"
"12.65,11318,9.61,71.03,High"
"11.88,8992,8.11,67.21,Normal"
"11.51,8097,8.57,70.14,Normal"
